Unnamed: 0,cand_name,year,election_type,state,district,party,incumbency_status,race_outcome,contributions,percentage_votes,in_db,campaign_site,campaign_facebook,campaign_x,campaign_instagram,personal_website,personal_facebook,personal_linkedin
381,STENY H. HOYER,2024,federal:house,MD,5,DEMOCRAT,unknown,Won,unknown,0.67753695,False,https://www.hoyerforcongress.com/,,,,,,
382,MICHELLE TALKINGTON,2024,federal:house,MD,5,REPUBLICAN,unknown,Lost,unknown,0.32007654,True,https://www.votemichelletalkington.com,https://www.facebook.com/profile.php?id=100086460469762,https://x.com/Talkin4Michelle,https://www.instagram.com/votemichelletalk,,https://www.facebook.com/michelle.talkington,https://www.linkedin.com/in/michelle-talkington-bab19515/
383,APRIL MCCLAIN DELANEY,2024,federal:house,MD,6,DEMOCRAT,unknown,Won,unknown,0.530470708,True,http://aprilmcclaindelaneyforcongress.com,,,,,,
384,NEIL C. PARROTT,2024,federal:house,MD,6,REPUBLICAN,unknown,Lost,unknown,0.467240537,False,https://www.neilparrott.org,https://www.facebook.com/parrottforcongress,https://x.com/neilparrott,,,https://www.facebook.com/neil.parrott,https://www.linkedin.com/in/neilparrott
385,KWEISI MFUME,2024,federal:house,MD,7,DEMOCRAT,unknown,Won,unknown,0.802548451,True,http://mfumeforcongress.com,,,,,,
386,SCOTT M. COLLIER,2024,federal:house,MD,7,REPUBLICAN,unknown,Lost,unknown,0.171639605,False,http://www.scottcollier.org/,,,,,,
387,JAMIE RASKIN,2024,federal:house,MD,8,DEMOCRAT,unknown,Won,unknown,0.768040072,True,http://jamieraskin.com,,,,,,
388,CHERYL RILEY,2024,federal:house,MD,8,REPUBLICAN,unknown,Lost,unknown,0.204619794,True,https://www.cheryl4maryland.com/,https://www.facebook.com/cheryl4maryland/,https://x.com/Cheryl4moco,,https://cherylrileypr.com,,https://www.linkedin.com/in/cheryl-riley-397148/
389,CHELLIE PINGREE,2024,federal:house,ME,1,DEMOCRAT,unknown,Won,unknown,0.587027942,True,http://chelliepingree.com,,,,,,
390,RONALD C. RUSSELL,2024,federal:house,ME,1,REPUBLICAN,unknown,Lost,unknown,0.363896788,False,https://ronrussellforcongress.com,,https://x.com/russellforhouse,https://www.instagram.com/ronrussellforcongress,,https://www.facebook.com/profile.php?id=61554578513146,
391,CONTINUING BALLOTS,2024,federal:house,ME,2,,unknown,Won,unknown,0.492863724,False,https://www.vote.org/,,,,,,
392,JARED F. GOLDEN,2024,federal:house,ME,2,DEMOCRAT,unknown,Lost,unknown,0.248134751,False,https://jaredgoldenforcongress.com/,https://www.facebook.com/JaredGoldenforCongress,https://x.com/golden4congress,https://www.instagram.com/golden4congress_/,,,
393,JACK BERGMAN,2024,federal:house,MI,1,REPUBLICAN,unknown,Won,unknown,0.591520252,True,http://bergmanforcongress.com,,,,,,
394,CALLIE BARR,2024,federal:house,MI,1,DEMOCRAT,unknown,Lost,unknown,0.379176586,True,https://callieforcongress.com,https://www.facebook.com/Callie4Congress/,https://x.com/CallieMBarr,https://www.instagram.com/calliembarr/,,https://www.facebook.com/callie.barr.3,https://www.linkedin.com/in/callie-barr-bb499a111/
395,JOHN R. MOOLENAAR,2024,federal:house,MI,2,REPUBLICAN,unknown,Won,unknown,0.651422238,False,https://www.johnmoolenaarforcongress.com,https://www.facebook.com/JohnMoolenaarforCongress,https://x.com/JohnMoolenaar,,,,
396,MICHAEL LYNCH,2024,federal:house,MI,2,DEMOCRAT,unknown,Lost,unknown,0.316938514,True,https://electmichaellynch.com,https://www.facebook.com/electmichaellynch,,,,,
397,HILLARY J. SCHOLTEN,2024,federal:house,MI,3,DEMOCRAT,unknown,Won,unknown,0.536559367,False,https://hillaryscholten.com,https://www.facebook.com/scholtenforcongress,https://x.com/HillaryScholten,https://www.instagram.com/scholten4congress/,,https://www.facebook.com/hillary.scholten,https://www.linkedin.com/in/hillary-scholten-3b090078/
398,PAUL HUDSON,2024,federal:house,MI,3,REPUBLICAN,unknown,Lost,unknown,0.437679787,True,https://www.campaignresourcegroup.com/hudson_willis_2024,,,,,,
399,BILL HUIZENGA,2024,federal:house,MI,4,REPUBLICAN,unknown,Won,unknown,0.550680222,True,http://huizengaformichigan.com,,,,,,
400,JESSICA SWARTZ,2024,federal:house,MI,4,DEMOCRAT,unknown,Lost,unknown,0.433615849,True,https://clark4congress.us/,,,,https://clarkformichigan.com,https://www.facebook.com/profile.php?id=100094263096055,
401,TIM WALBERG,2024,federal:house,MI,5,REPUBLICAN,unknown,Won,unknown,0.656820599,True,http://walbergforcongress.com,,,,,,
402,LIBBI URBAN,2024,federal:house,MI,5,DEMOCRAT,unknown,Lost,unknown,0.327616157,True,https://electlibbiurban.org,https://www.facebook.com/ElectLibbiUrban/,https://x.com/electlibbiurba,https://www.instagram.com/electlibbiurban,,https://www.facebook.com/libbi.urban,
403,DEBBIE DINGELL,2024,federal:house,MI,6,DEMOCRAT,unknown,Won,unknown,0.620247691,True,http://debbiedingellforcongress.com,,,,,,
404,HEATHER SMILEY,2024,federal:house,MI,6,REPUBLICAN,unknown,Lost,unknown,0.350001985,True,https://smileyforcongress.com/,https://www.facebook.com/profile.php?id=61560975149472,https://x.com/Smiley4Congress,,,https://www.facebook.com/profile.php?id=100093800997043,https://www.linkedin.com/in/heather-diepeveen/
405,TOM BARRETT,2024,federal:house,MI,7,REPUBLICAN,unknown,Won,unknown,0.502807643,True,http://tombarrettforcongress.com,,,,,,
406,CURTIS HERTEL,2024,federal:house,MI,7,DEMOCRAT,unknown,Lost,unknown,0.465631875,False,https://www.hertelformichigan.com/,https://www.facebook.com/CurtisHertelforMichigan,https://x.com/Hertel4Congress,https://www.instagram.com/hertel4congress/,,https://www.facebook.com/curtis.hertel,https://www.linkedin.com/in/curtis-hertel-31570050/
407,KRISTEN MCDONALD RIVET,2024,federal:house,MI,8,DEMOCRAT,unknown,Won,unknown,0.512525038,True,http://kristenmcdonaldrivet.com,,,,,,
408,PAUL JUNGE,2024,federal:house,MI,8,REPUBLICAN,unknown,Lost,unknown,0.446134087,True,https://www.pauljunge.com,https://www.facebook.com/pauljungeforcongress/,https://x.com/VotePaulJunge,https://www.instagram.com/pauljungeforcongress/,,,https://www.linkedin.com/in/paul-j-04480512/
409,LISA C. MCCLAIN,2024,federal:house,MI,9,REPUBLICAN,unknown,Won,unknown,0.667594258,False,https://www.lisamcclainforcongress.com/,,,,,,
410,CLINTON ST. MOSLEY,2024,federal:house,MI,9,DEMOCRAT,unknown,Lost,unknown,0.295016637,True,https://progressivevotersguide.com/michigan/2024/election/clinton-st-mosley?language_content_entity=en&lang=en,,,,,,
411,JOHN JAMES,2024,federal:house,MI,10,REPUBLICAN,unknown,Won,unknown,0.511254382,True,http://johnjamesmi.com,,,,,,
412,CARL J. MARLINGA,2024,federal:house,MI,10,DEMOCRAT,unknown,Lost,unknown,0.449947214,False,https://www.marlinga4congress.com/,,,,,,
413,HALEY M. STEVENS,2024,federal:house,MI,11,DEMOCRAT,unknown,Won,unknown,0.58219568,False,https://haleyformi.com,https://www.facebook.com/HaleyforMI,https://x.com/haleyformi,https://www.instagram.com/haleyformi,,https://www.facebook.com/haley.stevens.545,https://www.linkedin.com/in/haley-stevens-b459365/
414,NICK SOMBERG,2024,federal:house,MI,11,REPUBLICAN,unknown,Lost,unknown,0.396119886,True,https://picknickforcongress.us/,https://www.facebook.com/PickNickForCongress,,,,https://www.facebook.com/nicholas.paul.790,https://www.linkedin.com/in/nicholas-somberg-0b49a820/
415,RASHIDA TLAIB,2024,federal:house,MI,12,DEMOCRAT,unknown,Won,unknown,0.696986787,True,http://rashidaforcongress.com,,,,,,
416,JAMES D. HOOPER,2024,federal:house,MI,12,REPUBLICAN,unknown,Lost,unknown,0.254443616,False,https://jameshooperforcongress.com,https://www.facebook.com/profile.php?id=100082729927128,https://x.com/WeRAmericans1st,,,https://www.facebook.com/james.hooper.359,
417,SHRI THANEDAR,2024,federal:house,MI,13,DEMOCRAT,unknown,Won,unknown,0.686425265,True,http://shriforcongress.com,,,,,,
418,MARTELL D. BIVINGS,2024,federal:house,MI,13,REPUBLICAN,unknown,Lost,unknown,0.245351299,False,https://bivingsforcongress.com/,https://www.facebook.com/bivingsforcongress/,https://x.com/MartellBivings,https://www.instagram.com/bivings4congress/,,https://www.facebook.com/mbivings,https://www.linkedin.com/in/martell-d-b-098a67155/
419,BRAD FINSTAD,2024,federal:house,MN,1,REPUBLICAN,unknown,Won,unknown,0.585085845,True,http://finstadforcongress.com,,,,,,
420,RACHEL BOHMAN,2024,federal:house,MN,1,DEMOCRATIC-FARMER-LABOR,unknown,Lost,unknown,0.414127611,True,https://bohmanforcongress.com,https://www.facebook.com/profile.php?id=61557124400830,https://x.com/Bohman4Congress,https://www.instagram.com/rachelbohmanforcongress/,,https://www.facebook.com/rachel.l.smith.7503,
421,ANGIE CRAIG,2024,federal:house,MN,2,DEMOCRAT,unknown,Won,unknown,0.555332971,True,http://angiecraig.com,,,,,,
422,JOE TEIRAB,2024,federal:house,MN,2,REPUBLICAN,unknown,Lost,unknown,0.420831546,True,https://www.joeformn2.com/,https://www.facebook.com/JoeForMN2/,https://x.com/JoeTeirab,https://www.instagram.com/joeformn2/,,https://www.facebook.com/joe.teirab,https://www.linkedin.com/in/joe-teirab-b95a1110/
423,KELLY MORRISON,2024,federal:house,MN,3,DEMOCRATIC-FARMER-LABOR,unknown,Won,unknown,0.584251107,True,http://kellyforcongress.org,,,,,,
424,TAD JUDE,2024,federal:house,MN,3,REPUBLICAN,unknown,Lost,unknown,0.414523034,True,https://tadjude.com/,https://www.facebook.com/tadjudeforcongress,https://x.com/TadJude_MN03,https://www.instagram.com/tadjudeforcongress,,https://www.facebook.com/profile.php?id=100067365840996,https://www.linkedin.com/in/tad-jude-a60a3b300/
425,BETTY MCCOLLUM,2024,federal:house,MN,4,DEMOCRAT,unknown,Won,unknown,0.672501613,True,http://mccollumforcongress.com,,,,,,
426,MAY LOR XIONG,2024,federal:house,MN,4,REPUBLICAN,unknown,Lost,unknown,0.32577283,True,https://mayformn.com,https://www.facebook.com/May4MN/,https://x.com/XiongMay,https://www.instagram.com/mayforcongress/,,https://www.facebook.com/profile.php?id=100078502238598,https://www.linkedin.com/in/may-lor-xiong-67a90351/
427,ILHAN OMAR,2024,federal:house,MN,5,DEMOCRAT,unknown,Won,unknown,0.743678197,True,http://ilhanomar.com,,,,,,
428,DALIA AL-AQIDI,2024,federal:house,MN,5,REPUBLICAN,unknown,Lost,unknown,0.245588198,True,https://www.daliaforcongress.org/,https://www.facebook.com/daliaforcongress,https://x.com/Dalia4Congress,https://www.instagram.com/daliaforcongress,,https://www.facebook.com/dalia.alaqidi.1,https://www.linkedin.com/in/daliaalaqidi/
429,TOM EMMER,2024,federal:house,MN,6,REPUBLICAN,unknown,Won,unknown,0.624483789,True,http://emmerforcongress.com,,,,,,
430,JEANNE HENDRICKS,2024,federal:house,MN,6,DEMOCRATIC-FARMER-LABOR,unknown,Lost,unknown,0.374159656,True,https://hendricksformn.com,https://www.facebook.com/hendricksformn,https://x.com/hendricksformn,https://www.instagram.com/hendricksformn,,https://www.facebook.com/jeanne.messerlihendricks,https://www.linkedin.com/in/jeanne-hendricks-75b206229/
431,MICHELLE FISCHBACH,2024,federal:house,MN,7,REPUBLICAN,unknown,Won,unknown,0.704458273,True,http://fischbachforcongress.com,,,,,,
432,"A J \""JOHN\"" PETERS",2024,federal:house,MN,7,DEMOCRATIC-FARMER-LABOR,unknown,Lost,unknown,0.294432921,False,https://www.ajpetersforcongress.org/videos-and-blog/,,,,,,
433,PETE STAUBER,2024,federal:house,MN,8,REPUBLICAN,unknown,Won,unknown,0.579920589,True,http://petestauberforcongress.com,,,,,,
434,JEN SCHULTZ,2024,federal:house,MN,8,DEMOCRATIC-FARMER-LABOR,unknown,Lost,unknown,0.419168608,False,https://www.jenschultzforcongress.com/,https://www.facebook.com/JenSchultzForCongress,https://x.com/RepJenSchultz,https://www.instagram.com/JenSchultzForCongress,,https://www.facebook.com/jennifer.schultz.712,https://www.linkedin.com/in/jennifer-schultz-36122a6/
435,WESLEY BELL,2024,federal:house,MO,1,DEMOCRAT,unknown,Won,unknown,0.759318504,True,http://bell4mo.com,,,,,,
436,ANDREW JONES,2024,federal:house,MO,1,REPUBLICAN,unknown,Lost,unknown,0.183727401,True,https://www.andrewjonesformayor.com/,https://www.facebook.com/AJones4Congress,https://x.com/AndrewJonesMO,,,https://www.facebook.com/profile.php?id=100015213908994,
437,ANN WAGNER,2024,federal:house,MO,2,REPUBLICAN,unknown,Won,unknown,0.544930811,True,http://annwagner.com,,,,,,
438,RAY HARTMANN,2024,federal:house,MO,2,DEMOCRAT,unknown,Lost,unknown,0.424975256,True,https://www.rayhartmannforcongress.com/,https://www.facebook.com/profile.php?id=61562253962922,,https://www.instagram.com/hartmannforcongress/,,https://www.facebook.com/ray.hartmann,https://www.linkedin.com/in/ray-hartmann-44135a6/
439,BOB ONDER,2024,federal:house,MO,3,REPUBLICAN,unknown,Won,unknown,0.613102382,True,http://bobondermo.com,,,,,,
440,BETHANY E. MANN,2024,federal:house,MO,3,DEMOCRAT,unknown,Lost,unknown,0.352981045,False,https://www.bethanymannforcongress.com/,,,,,,
441,MARK ALFORD,2024,federal:house,MO,4,REPUBLICAN,unknown,Won,unknown,0.710661314,True,http://alfordforcongress.com,,,,,,
442,JEANETTE CASS,2024,federal:house,MO,4,DEMOCRAT,unknown,Lost,unknown,0.264066328,True,https://www.cassforcongress.com/,https://www.facebook.com/profile.php?id=61554853057039,https://x.com/CassforCongress,https://www.instagram.com/cassforcongress/,,https://www.facebook.com/profile.php?id=61553344607245,
443,EMANUEL CLEAVER,2024,federal:house,MO,5,DEMOCRAT,unknown,Won,unknown,0.602237225,True,http://cleaver.house.gov,,,,,,
444,SEAN E. SMITH,2024,federal:house,MO,5,REPUBLICAN,unknown,Lost,unknown,0.364406244,False,,,,,,,
445,SAM GRAVES,2024,federal:house,MO,6,REPUBLICAN,unknown,Won,unknown,0.706876056,True,http://gravesforcongress.com,,,,,,
446,PAM MAY,2024,federal:house,MO,6,DEMOCRAT,unknown,Lost,unknown,0.269197145,True,https://Pammay4congress.com,https://www.facebook.com/profile.php?id=61557759477160,,,,,
447,ERIC BURLISON,2024,federal:house,MO,7,REPUBLICAN,unknown,Won,unknown,0.715558298,True,http://ericburlisonforcongress.com,,,,,,
448,MISSI HESKETH,2024,federal:house,MO,7,DEMOCRAT,unknown,Lost,unknown,0.262743702,True,https://lykelect.com/post/missi-hesketh/2da0a85a-223e-4491-86f7-8641a9e045f2/,,,,,,
449,JASON SMITH,2024,federal:house,MO,8,REPUBLICAN,unknown,Won,unknown,0.761798441,True,http://electjasonsmith.com,,,,,,
450,RANDI MCCALLIAN,2024,federal:house,MO,8,DEMOCRAT,unknown,Lost,unknown,0.218075964,True,https://www.randimccallian.com/,https://www.facebook.com/RandiforMissouri,https://x.com/RandiMcCallian,https://www.instagram.com/randi_mccallian/,,https://www.facebook.com/randi.mccallian,https://www.linkedin.com/in/randi-mccallian-537a5812/
451,TRENT KELLY,2024,federal:house,MS,1,REPUBLICAN,unknown,Won,unknown,0.698091706,True,http://kellyformississippi.com,,,,,,
452,DIANNE DODSON BLACK,2024,federal:house,MS,1,DEMOCRAT,unknown,Lost,unknown,0.301908294,False,,,,,,,
453,BENNIE G. THOMPSON,2024,federal:house,MS,2,DEMOCRAT,unknown,Won,unknown,0.620151931,False,https://benniethompson.com,https://www.facebook.com/profile.php?id=100064392295672,https://x.com/BGThompsonMS,,,https://www.facebook.com/bennieforms,
454,RON ELLER,2024,federal:house,MS,2,REPUBLICAN,unknown,Lost,unknown,0.379848069,True,https://www.VoteRonEller.com,https://www.facebook.com/VoteRonEller,https://x.com/VoteRon,https://www.instagram.com/voteroneller/,,,https://www.linkedin.com/in/ron-eller-245917159/
455,MICHAEL GUEST,2024,federal:house,MS,3,REPUBLICAN,unknown,Won,unknown,1,True,http://michaelguest.ms,,,,,,
456,MIKE EZELL,2024,federal:house,MS,4,REPUBLICAN,unknown,Won,unknown,0.739498601,True,http://mikeezell.ms,,,,,,
457,CRAIG ELLIOT RAYBON,2024,federal:house,MS,4,DEMOCRAT,unknown,Lost,unknown,0.260501399,False,https://raybon4congress.com/,,,,,https://www.facebook.com/profile.php?id=61550604403534,
458,RYAN K. ZINKE,2024,federal:house,MT,1,REPUBLICAN,unknown,Won,unknown,0.522949985,False,https://www.ryanzinke.com/,https://www.facebook.com/ryanzinke,https://x.com/RyanZinke,https://www.instagram.com/zinkeformontana/,,https://www.facebook.com/ryan.zinke.1,https://www.linkedin.com/in/ryan-zinke-b3b34416/
459,MONICA TRANEL,2024,federal:house,MT,1,DEMOCRAT,unknown,Lost,unknown,0.446162487,True,http://monicatranel.com,,,,,,
460,TROY DOWNING,2024,federal:house,MT,2,REPUBLICAN,unknown,Won,unknown,0.659899472,True,http://troydowning.com,,,,,,
461,JOHN B. DRISCOLL,2024,federal:house,MT,2,DEMOCRAT,unknown,Lost,unknown,0.340100528,False,https://vote-usa.org/Intro.aspx?State=MT&Id=MTDriscollJohn,,,,https://johnbdriscoll.blogspot.com/,https://www.facebook.com/john.driscoll.585112/,https://www.linkedin.com/in/john-brian-driscoll/
462,DONALD G. DAVIS,2024,federal:house,NC,1,DEMOCRAT,unknown,Won,unknown,0.495161085,False,https://votedondavis.com/,,,,,,
463,LAURIE BUCKHOUT,2024,federal:house,NC,1,REPUBLICAN,unknown,Lost,unknown,0.47840159,True,https://www.lauriebuckhoutforcongress.com/,https://www.facebook.com/lauriebuckhout,https://x.com/lauriebuckhout,https://www.instagram.com/lauriebuckhout/,,https://www.facebook.com/la.bu.94801,https://www.linkedin.com/in/laurie-moe-buckhout-003a5a7/
464,DEBORAH K. ROSS,2024,federal:house,NC,2,DEMOCRAT,unknown,Won,unknown,0.662517231,False,https://deborahross.com,https://www.facebook.com/RossForNorthCarolina/,https://x.com/DeborahRossNC,https://www.instagram.com/deborahrossnc/,,https://www.facebook.com/deborah.ross.3762,https://www.linkedin.com/in/deborah-ross-43b86955/
465,ALAN D. SWAIN,2024,federal:house,NC,2,REPUBLICAN,unknown,Lost,unknown,0.316050868,False,https://www.swainforcongress.com,https://www.facebook.com/swain4congress,https://x.com/swain4congress,https://www.instagram.com/swain4congress/,,https://www.facebook.com/alan.swain.37,
466,GREGORY F. MURPHY,2024,federal:house,NC,3,REPUBLICAN,unknown,Won,unknown,0.773828781,False,https://murphy4congress.com/,,,,,,
467,GHEORGHE CORMOS,2024,federal:house,NC,3,LIBERTARIAN,unknown,Lost,unknown,0.226171219,False,https://cormos4congress.com/,https://www.facebook.com/profile.php?id=61555413262801,https://x.com/CormosForNC3,https://www.instagram.com/cormosforcongress/,,https://www.facebook.com/profile.php?id=100079818865508,https://www.linkedin.com/in/gheorghe-cormos-6ab03b190/
468,VALERIE P. FOUSHEE,2024,federal:house,NC,4,DEMOCRAT,unknown,Won,unknown,0.718466346,False,https://valeriefoushee.com/,,,,,,
469,ERIC BLANKENBURG,2024,federal:house,NC,4,REPUBLICAN,unknown,Lost,unknown,0.261402118,True,https://ericfornc.com/,https://www.facebook.com/eric4nc,https://x.com/eric4nc,https://www.instagram.com/realericbl/,,https://www.facebook.com/profile.php?id=100082615171083,https://www.linkedin.com/in/ericbl/
470,VIRGINIA FOXX,2024,federal:house,NC,5,REPUBLICAN,unknown,Won,unknown,0.594728147,True,http://virginiafoxx.com,,,,,,
471,CHUCK HUBBARD,2024,federal:house,NC,5,DEMOCRAT,unknown,Lost,unknown,0.405271853,True,https://hubbardforcongress.com,https://www.facebook.com/ChuckHubbardNC,https://x.com/ChuckHubbardNC,https://www.instagram.com/ChuckHubbardNC,,https://www.facebook.com/chuck.hubbard.2025/,
472,ADDISON MCDOWELL,2024,federal:house,NC,6,REPUBLICAN,unknown,Won,unknown,0.691637021,True,http://mcdowellfornc.com,,,,,,
473,KEVIN E. HAYES,2024,federal:house,NC,6,CONSTITUTION,unknown,Lost,unknown,0.308362979,False,https://hayesfornc.com/,,,,,,
474,DAVID ROUZER,2024,federal:house,NC,7,REPUBLICAN,unknown,Won,unknown,0.585933283,True,http://davidrouzer.com,,,,,,
475,MARLANDO D. PRIDGEN,2024,federal:house,NC,7,DEMOCRAT,unknown,Lost,unknown,0.414066717,False,http://pridgenforcongress.com,https://www.facebook.com/pridgenforthepeople,https://x.com/PridgenForNC7,https://www.instagram.com/pridgenforcongress/,,https://www.facebook.com/marlando.pridgen,
476,MARK HARRIS,2024,federal:house,NC,8,REPUBLICAN,unknown,Won,unknown,0.59607992,True,http://markharrisforcongress.org,,,,,,
477,JUSTIN E. DUES,2024,federal:house,NC,8,DEMOCRAT,unknown,Lost,unknown,0.40392008,False,https://www.justicewithdues.org/,,,,,,
478,RICHARD HUDSON,2024,federal:house,NC,9,REPUBLICAN,unknown,Won,unknown,0.562999059,True,http://richardhudson.org,,,,,,
479,NIGEL WILLIAM BRISTOW,2024,federal:house,NC,9,DEMOCRAT,unknown,Lost,unknown,0.377541365,True,https://ivoterguide.com/candidate/79634/race/1741/election/1206,https://www.facebook.com/NigelBristowforSheriff/,https://x.com/Nigelforsheriff,,,,
480,PAT HARRIGAN,2024,federal:house,NC,10,REPUBLICAN,unknown,Won,unknown,0.574912404,True,http://harriganforcongress.com,,,,,,
481,"RALPH R. SCOTT, JR.",2024,federal:house,NC,10,DEMOCRAT,unknown,Lost,unknown,0.382062725,False,"https://www.branch.vote/races/2024-nc-general-election-nc-state-us-representative-nc-congressional-10/candidates/ralph-r-scott,-jr",,,,,,
482,CHUCK EDWARDS,2024,federal:house,NC,11,REPUBLICAN,unknown,Won,unknown,0.567706226,True,http://chuckedwardsforcongress.com,,,,,,
483,CALEB RUDOW,2024,federal:house,NC,11,DEMOCRAT,unknown,Lost,unknown,0.432293774,True,https://www.rudowfornchouse.com/,,,,,,
